loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,Address
19000, 36 months,9.04,604.55,C,C4,Retail,2 years,MORTGAGE,47879.43,Source Verified,Sep-2015,Charged Off,debt_consolidation,Debt consolidation,36.44,Aug-1987,12,0,9592.19,40.1,22,f,Individual,0.0,0.0,"798 Main St
VA 79402"
22500, 36 months,7.2,696.79,B,B5,Operations Manager,6 years,OWN,57967.87,Source Verified,Aug-2017,Fully Paid,credit_card,Credit card refinancing,31.47,Aug-1993,8,0,4336.02,56.3,15,w,Individual,0.0,0.0,"2461 Main St
NH 26306"
18000, 36 months,3.0,523.46,B,B4,Consultant,9 years,RENT,51473.72,Source Verified,Sep-2017,Charged Off,home_improvement,Home improvement,21.91,Nov-2003,12,3,59222.52,56.2,24,w,Individual,1.0,0.0,"8419 Main St
MD 77694"
33000, 36 months,12.41,1102.55,C,C1,Registered Nurse,2 years,MORTGAGE,136104.38,Not Verified,Sep-2020,Fully Paid,debt_consolidation,Debt consolidation,12.88,May-2000,14,1,56934.4,46.5,26,f,Individual,5.0,3.0,"9106 Main St
NM 40111"
24000, 36 months,15.94,843.06,C,C4,Vice President,3 years,MORTGAGE,73179.37,Not Verified,Apr-2020,Charged Off,medical,Medical expenses,26.55,Sep-2011,10,0,25457.69,30.1,22,w,Individual,,0.0,"9318 Main St
OR 31450"
39500, 36 months,11.31,1298.99,D,D4,Physician,10+ years,MORTGAGE,62291.92,Verified,Jul-2016,Fully Paid,debt_consolidation,Debt consolidation,12.1,Dec-1996,14,0,2540.77,17.9,21,f,Individual,6.0,0.0,"5968 Main St
GA 26410"
2000, 36 months,16.52,70.83,D,D1,Nurse,10+ years,MORTGAGE,16215.31,Verified,Jan-2018,Charged Off,debt_consolidation,Debt consolidation,20.99,May-1986,10,0,4655.04,20.3,21,f,Individual,1.0,0.0,"6060 Main St
KY 44868"
1000, 36 months,14.96,34.65,C,C1,,10+ years,MORTGAGE,74203.94,Verified,Jan-2016,Fully Paid,debt_consolidation,Debt consolidation,24.02,May-1991,17,0,21921.62,13.9,29,w,Joint App,0.0,1.0,"5909 Main St
MD 22099"
3000, 36 months,10.73,97.83,B,B5,Marketing Manager,10+ years,MORTGAGE,91230.46,Verified,Jun-2020,Fully Paid,debt_consolidation,Debt consolidation,34.02,Sep-1990,4,0,6621.03,49.0,15,w,Joint App,7.0,0.0,"2056 Main St
OH 66415"
7500, 36 months,23.84,293.62,E,E5,Owner,< 1 year,OWN,103756.07,Source Verified,Mar-2020,Charged Off,debt_consolidation,Debt consolidation,22.13,May-1998,8,0,34647.45,51.3,17,f,Individual,2.0,0.0,"2635 Main St
CT 28759"
14000, 36 months,6.4,428.45,C,C3,President,< 1 year,MORTGAGE,53041.84,Verified,Oct-2016,Charged Off,small_business,Business,20.63,Aug-1986,14,0,1350.14,13.6,27,w,Individual,0.0,0.0,"9752 Main St
SD 12814"
5000, 60 months,28.26,156.46,G,G2,Administrative Assistant,2 years,RENT,88492.61,Verified,Oct-2018,Charged Off,debt_consolidation,Debt consolidation,15.64,Jun-1994,14,0,879.78,47.5,27,w,Individual,0.0,0.0,"1078 Main St
WY 22770"
40000, 36 months,10.73,1304.44,D,D1,,6 years,OWN,78720.8,Verified,Aug-2018,Fully Paid,debt_consolidation,Debt consolidation,11.76,Oct-2001,11,0,56079.97,21.2,19,f,Individual,2.0,0.0,"6423 Main St
AR 62486"
8000, 36 months,3.0,232.65,A,A4,President,8 years,RENT,17719.97,Source Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,11.75,Oct-1995,14,0,50401.13,48.3,27,f,Joint App,2.0,1.0,"964 Main St
OR 53943"
21500, 36 months,10.05,694.25,B,B4,IT Manager,1 year,MORTGAGE,117381.46,Not Verified,Jul-2019,Charged Off,other,Other,16.62,Oct-1985,11,0,4357.45,44.3,19,f,Individual,6.0,0.0,"2866 Main St
MI 53321"
39000, 36 months,12.47,1304.13,C,C5,General Manager,1 year,MORTGAGE,54286.76,Not Verified,Mar-2018,Charged Off,other,Other,25.56,Nov-2003,7,2,32445.25,77.3,18,f,Individual,2.0,0.0,"2145 Main St
WY 29473"
26000, 36 months,18.54,947.02,D,D2,Mechanic,10+ years,MORTGAGE,69004.96,Verified,Sep-2019,Fully Paid,credit_card,Credit card refinancing,7.8,Sep-2012,8,0,22316.92,5.2,16,f,Individual,1.0,0.0,"3764 Main St
NY 43917"
32000, 36 months,9.21,1020.72,C,C1,Pharmacist,6 years,MORTGAGE,41192.24,Not Verified,Mar-2018,Charged Off,other,Other,21.73,Aug-2013,9,0,13241.62,70.7,22,w,Individual,,0.0,"2769 Main St
SC 73775"
26500, 36 months,21.16,1000.57,D,D5,Analyst,10+ years,RENT,91065.94,Source Verified,Jan-2015,Fully Paid,medical,Medical expenses,29.44,Feb-2013,10,0,25945.81,76.0,19,f,Individual,,1.0,"9383 Main St
OR 29214"
2500, 36 months,9.72,80.34,B,B2,Attorney,3 years,RENT,74424.43,Source Verified,Dec-2016,Fully Paid,debt_consolidation,Debt consolidation,16.1,Feb-2010,15,1,2539.94,42.5,26,w,Individual,0.0,0.0,"3344 Main St
SC 69193"
12000, 60 months,10.22,256.27,B,B1,President,9 years,MORTGAGE,21999.36,Source Verified,Feb-2015,Fully Paid,credit_card,Credit card refinancing,4.53,Apr-2003,15,0,2989.94,26.3,24,w,Individual,6.0,0.0,"3081 Main St
OH 82749"
8000, 36 months,3.0,232.65,A,A4,Customer Service,10+ years,MORTGAGE,39682.9,Not Verified,Jul-2020,Fully Paid,car,Car financing,13.68,Jun-2008,6,1,6906.34,12.8,17,f,Individual,0.0,0.0,"768 Main St
VA 12996"
22000, 36 months,15.51,768.14,C,C4,Supervisor,10+ years,OTHER,140149.31,Source Verified,Apr-2020,Fully Paid,vacation,Vacation,14.58,Jul-1995,6,0,21305.93,34.9,20,w,Individual,1.0,0.0,"105 Main St
AK 80712"
15000, 36 months,14.89,519.17,D,D5,Human Resources,4 years,MORTGAGE,96619.8,Verified,Dec-2019,Fully Paid,debt_consolidation,Debt consolidation,14.73,Sep-2010,8,0,14543.43,79.1,22,f,Individual,2.0,0.0,"4222 Main St
WA 39719"
18500, 36 months,6.47,566.75,B,B2,Attorney,2 years,RENT,49119.29,Not Verified,Nov-2016,Fully Paid,moving,Moving and relocation,9.4,Jun-1998,14,1,6649.59,37.3,27,f,Individual,0.0,0.0,"4965 Main St
CA 77864"
7000, 36 months,13.88,238.84,C,C4,IT Manager,3 years,RENT,49485.26,Source Verified,May-2015,Charged Off,other,Other,14.42,Apr-1998,8,1,5484.77,34.5,21,f,Individual,6.0,0.0,"7166 Main St
MO 94177"
16500, 36 months,6.17,503.23,A,A2,Attorney,9 years,MORTGAGE,35172.34,Verified,Apr-2020,Fully Paid,other,Other,27.85,Aug-2007,12,1,11390.13,36.1,24,w,Individual,5.0,1.0,"2357 Main St
MI 64888"
36000, 36 months,3.31,1051.85,A,A5,Driver,7 years,OWN,36356.12,Source Verified,Sep-2020,Fully Paid,debt_consolidation,Debt consolidation,7.39,Oct-2007,8,0,20433.92,93.2,16,w,Individual,,0.0,"5428 Main St
WY 41348"
30000, 60 months,23.2,849.16,D,D3,Nurse,8 years,MORTGAGE,67547.27,Not Verified,Jul-2015,Charged Off,credit_card,Credit card refinancing,15.46,Oct-1986,14,0,31953.32,69.7,30,f,Individual,,0.0,"6583 Main St
MN 59079"
14500, 60 months,12.54,326.52,B,B2,,< 1 year,MORTGAGE,160240.65,Verified,Nov-2017,Fully Paid,debt_consolidation,Debt consolidation,15.2,May-1988,11,0,1251.28,16.2,27,w,Individual,0.0,0.0,"7769 Main St
PA 22916"
33500, 36 months,13.82,1142.02,C,C2,Director,5 years,OWN,49568.07,Not Verified,Jun-2015,Fully Paid,credit_card,Credit card refinancing,19.03,Jan-1997,15,1,2688.61,39.0,28,w,Individual,3.0,0.0,"2041 Main St
WA 28559"
21500, 36 months,21.29,813.22,E,E5,Police Officer,4 years,RENT,60998.35,Not Verified,Jul-2019,Fully Paid,other,Other,24.29,May-2007,13,2,4684.73,44.6,32,f,Joint App,1.0,0.0,"4436 Main St
WA 28587"
23000, 60 months,20.99,622.1,E,E3,Mechanic,10+ years,RENT,38655.13,Source Verified,Aug-2019,Fully Paid,debt_consolidation,Debt consolidation,15.94,Jan-2006,13,0,33765.76,5.6,25,w,Individual,2.0,0.0,"9893 Main St
NC 41298"
31500, 36 months,3.0,916.06,A,A4,Physician,10+ years,MORTGAGE,56561.62,Verified,Oct-2015,Fully Paid,debt_consolidation,Debt consolidation,32.29,Aug-2011,7,0,6654.03,58.5,12,f,Individual,3.0,0.0,"1680 Main St
OR 44508"
29000, 36 months,12.34,967.93,C,C1,Bus Driver,5 years,RENT,73522.59,Source Verified,Nov-2017,Fully Paid,debt_consolidation,Debt consolidation,12.75,Jan-2014,12,0,650.64,63.0,25,f,Joint App,4.0,0.0,"2308 Main St
AZ 84548"
3500, 36 months,16.35,123.66,D,D5,Software Engineer,9 years,MORTGAGE,186913.88,Source Verified,Apr-2018,Charged Off,home_improvement,Home improvement,33.83,May-1999,6,0,11859.9,3.2,19,f,Individual,9.0,0.0,"9969 Main St
KS 62568"
14500, 36 months,13.98,495.43,D,D1,Chef,< 1 year,RENT,121087.79,Not Verified,Aug-2016,Fully Paid,home_improvement,Home improvement,15.31,Oct-2002,12,0,3293.46,39.6,26,w,Individual,0.0,1.0,"7204 Main St
MD 72864"
14500, 36 months,14.92,502.08,D,D3,Bartender,9 years,RENT,121069.26,Verified,Mar-2020,Fully Paid,home_improvement,Home improvement,10.79,Aug-2002,19,0,3650.3,58.1,26,f,Individual,1.0,0.0,"700 Main St
HI 98710"
22500, 36 months,3.0,654.33,B,B3,Teacher,1 year,MORTGAGE,45614.84,Source Verified,Jul-2017,Fully Paid,small_business,Business,9.52,Jan-2001,14,0,1346.61,35.2,26,w,Individual,9.0,0.0,"7559 Main St
SD 48805"
15500, 36 months,5.26,466.36,B,B2,Data Analyst,10+ years,MORTGAGE,34592.5,Source Verified,Apr-2016,Fully Paid,other,Other,21.74,Jan-1990,9,0,5709.2,18.0,23,w,Individual,4.0,0.0,"2462 Main St
MT 47175"
31500, 36 months,14.77,1088.41,C,C1,Clerk,8 years,RENT,59890.77,Source Verified,Mar-2018,Charged Off,credit_card,Credit card refinancing,12.27,Oct-1996,12,3,3085.08,10.3,25,f,Individual,0.0,0.0,"6919 Main St
RI 89707"
38000, 60 months,22.06,1050.82,D,D1,Marketing Manager,4 years,RENT,41573.93,Verified,May-2019,Charged Off,credit_card,Credit card refinancing,19.36,Feb-2008,4,0,1126.29,,24,w,Individual,6.0,0.0,"7113 Main St
MA 84369"
31500, 36 months,5.64,953.16,B,B3,Physician,5 years,RENT,45928.82,Source Verified,Mar-2016,Charged Off,major_purchase,Major purchase,22.35,Aug-2013,11,1,31093.69,36.2,26,f,Individual,0.0,0.0,"5722 Main St
UT 82890"
1000, 36 months,5.37,30.14,A,A1,Consultant,1 year,RENT,70654.15,Source Verified,Nov-2016,Fully Paid,car,Car financing,11.41,Feb-1989,10,0,7891.28,73.3,26,w,Joint App,0.0,0.0,"76 Main St
MT 65303"
14000, 36 months,19.84,519.15,D,D4,Data Analyst,4 years,MORTGAGE,87968.46,Not Verified,Dec-2020,Charged Off,small_business,Business,21.21,Jun-1985,12,0,9887.12,15.8,24,w,Individual,1.0,0.0,"6244 Main St
FL 64437"
31500, 36 months,6.7,968.31,B,B3,Bus Driver,10+ years,RENT,123343.98,Source Verified,Nov-2018,Fully Paid,credit_card,Credit card refinancing,9.75,Oct-2009,7,0,1190.37,42.5,18,f,Joint App,1.0,1.0,"3081 Main St
NJ 98431"
39000, 60 months,6.35,760.34,A,A2,Data Analyst,6 years,RENT,81510.02,Source Verified,Aug-2017,Fully Paid,credit_card,Credit card refinancing,11.22,Jun-2014,20,1,4122.29,14.5,34,w,Individual,3.0,0.0,"6189 Main St
SC 11618"
2000, 36 months,4.93,59.88,A,A2,Chef,6 years,MORTGAGE,65459.66,Source Verified,Feb-2018,Fully Paid,major_purchase,Major purchase,21.63,Aug-1987,15,0,14405.39,30.3,27,f,Individual,3.0,0.0,"6287 Main St
SC 29472"
35500, 36 months,10.98,1161.89,B,B2,Consultant,9 years,RENT,36734.58,Verified,Sep-2015,Fully Paid,credit_card,Credit card refinancing,21.77,Sep-1992,14,0,603.03,53.5,35,f,Individual,7.0,0.0,"5963 Main St
AZ 68689"
36500, 36 months,8.15,1146.3,C,C1,Cook,6 years,OWN,123809.86,Verified,May-2016,Fully Paid,debt_consolidation,Debt consolidation,16.5,Oct-2001,15,3,11528.75,41.0,27,w,Joint App,3.0,0.0,"1064 Main St
GA 71510"
14000, 36 months,5.24,421.1,B,B3,General Manager,4 years,MORTGAGE,95621.95,Not Verified,Jan-2017,Fully Paid,car,Car financing,13.62,Jun-1995,10,0,14687.04,84.6,22,w,Individual,0.0,0.0,"5605 Main St
OK 80759"
5000, 36 months,5.56,151.11,A,A2,Sales,2 years,RENT,46383.53,Source Verified,Jul-2018,Fully Paid,credit_card,Credit card refinancing,17.07,Mar-1997,17,0,12787.2,71.9,33,w,Individual,1.0,0.0,"3975 Main St
ID 74986"
31500, 36 months,5.19,946.77,A,A3,Police Officer,,RENT,99681.28,Not Verified,May-2016,Fully Paid,wedding,Wedding,20.16,Jan-2004,10,0,11635.77,27.8,20,w,Joint App,3.0,0.0,"3288 Main St
NV 19594"
19000, 36 months,7.86,594.16,B,B1,Technician,10+ years,OWN,64029.5,Not Verified,Apr-2016,Fully Paid,credit_card,Credit card refinancing,13.55,Mar-1996,12,0,5210.25,59.0,29,w,Individual,0.0,0.0,"6285 Main St
NE 20102"
26000, 36 months,13.73,885.21,C,C4,General Manager,10+ years,MORTGAGE,118239.38,Verified,Jun-2015,Fully Paid,debt_consolidation,Debt consolidation,12.08,Jun-2005,3,0,2697.06,12.8,22,f,Individual,2.0,0.0,"9571 Main St
DC 48424"
22500, 36 months,3.14,655.72,A,A4,Fire Fighter,< 1 year,MORTGAGE,51909.3,Verified,Oct-2018,Fully Paid,debt_consolidation,Debt consolidation,16.19,Apr-2009,8,1,748.68,18.3,17,w,Individual,7.0,0.0,"4052 Main St
NY 47769"
12500, 36 months,7.89,391.07,C,C4,Administrative Assistant,1 year,MORTGAGE,53048.32,Source Verified,May-2016,Fully Paid,debt_consolidation,Debt consolidation,28.38,Feb-2010,8,1,44738.68,63.4,26,w,Joint App,4.0,0.0,"919 Main St
DE 75738"
40000, 60 months,4.0,736.66,A,A1,Engineer,10+ years,MORTGAGE,23106.62,Verified,Jun-2020,Fully Paid,debt_consolidation,Debt consolidation,11.48,Nov-2003,12,0,10404.89,70.8,26,w,Individual,1.0,1.0,"9389 Main St
WV 73627"
30000, 60 months,7.03,594.46,B,B2,Supervisor,9 years,RENT,45442.03,Not Verified,Feb-2020,Fully Paid,medical,Medical expenses,20.48,Nov-1988,11,0,1567.69,35.3,22,w,Individual,3.0,0.0,"220 Main St
NY 56509"
16500, 60 months,4.43,307.08,A,A1,Accountant,10+ years,RENT,162576.51,Verified,Jun-2015,Fully Paid,home_improvement,Home improvement,30.26,Aug-2002,9,0,7212.35,2.8,21,w,Joint App,2.0,1.0,"4116 Main St
WY 63118"
26500, 60 months,7.54,531.51,A,A3,Cook,5 years,MORTGAGE,297011.15,Not Verified,Jun-2016,Fully Paid,major_purchase,Major purchase,13.67,Dec-1994,10,0,4537.35,30.0,26,w,Individual,5.0,0.0,"8922 Main St
ND 91256"
31500, 36 months,14.31,1081.34,C,C4,Pharmacist,5 years,OWN,78259.98,Source Verified,Jan-2019,Fully Paid,debt_consolidation,Debt consolidation,30.4,Mar-1993,14,0,15990.96,59.5,30,f,Joint App,1.0,0.0,"2056 Main St
MN 50573"
29500, 36 months,13.6,1002.52,C,C3,Server,4 years,RENT,44544.3,Verified,Apr-2016,Charged Off,debt_consolidation,Debt consolidation,5.76,Jul-1990,14,0,5907.78,48.6,31,w,Individual,1.0,0.0,"5088 Main St
MN 85038"
26500, 36 months,20.67,993.9,E,E1,Warehouse Worker,2 years,MORTGAGE,50798.08,Source Verified,Oct-2015,Charged Off,debt_consolidation,Debt consolidation,11.55,May-1999,9,0,2338.35,36.7,17,f,Individual,6.0,3.0,"902 Main St
IN 55732"
6500, 60 months,4.13,120.09,A,A5,Operations Manager,5 years,OTHER,58195.14,Source Verified,Aug-2020,Fully Paid,medical,Medical expenses,24.14,Aug-1998,11,1,35079.71,29.4,30,w,Individual,4.0,0.0,"5533 Main St
OR 47587"
20000, 36 months,3.29,584.18,A,A5,,< 1 year,RENT,49109.5,Not Verified,Jun-2018,Fully Paid,debt_consolidation,Debt consolidation,9.68,Jun-1999,16,1,11276.19,43.2,26,w,Individual,0.0,0.0,"5710 Main St
ME 88533"
1500, 60 months,5.01,28.31,B,B1,Attorney,7 years,RENT,96219.75,Source Verified,Nov-2017,Charged Off,major_purchase,Major purchase,23.27,Dec-2014,7,0,52506.63,45.6,17,f,Individual,8.0,3.0,"8220 Main St
WI 20794"
2000, 36 months,13.57,67.94,D,D2,Truck Driver,10+ years,RENT,26243.27,Not Verified,Sep-2019,Fully Paid,debt_consolidation,Debt consolidation,19.2,Nov-1999,14,0,4244.95,53.0,25,w,Individual,0.0,0.0,"5700 Main St
NV 71298"
28500, 60 months,7.89,576.38,B,B3,Supervisor,4 years,RENT,61026.52,Source Verified,Nov-2019,Fully Paid,debt_consolidation,Debt consolidation,25.4,Mar-2011,15,0,32966.1,65.2,21,w,Individual,7.0,0.0,"6118 Main St
VA 99451"
30000, 36 months,5.11,900.61,B,B1,CFO,1 year,MORTGAGE,179746.69,Not Verified,Feb-2016,Fully Paid,other,Other,9.44,Oct-1991,7,0,4990.1,94.4,23,f,Individual,0.0,0.0,"4271 Main St
PA 21074"
1500, 36 months,8.42,47.3,B,B1,Analyst,10+ years,RENT,112082.21,Verified,Aug-2015,Fully Paid,debt_consolidation,Debt consolidation,21.74,Oct-1986,8,0,4901.9,52.0,19,f,Individual,1.0,0.0,"885 Main St
CT 70397"
1500, 60 months,4.61,28.04,A,A5,Data Analyst,1 year,RENT,204403.84,Not Verified,Aug-2017,Fully Paid,debt_consolidation,Debt consolidation,14.75,Feb-2014,7,3,5662.37,18.1,18,f,Individual,4.0,0.0,"7286 Main St
MN 92916"
27500, 36 months,22.81,1061.8,F,F4,Clerk,7 years,MORTGAGE,55374.16,Source Verified,Jul-2017,Charged Off,debt_consolidation,Debt consolidation,25.24,Jul-1993,9,0,14823.06,82.3,23,f,Individual,4.0,0.0,"8602 Main St
CT 21098"
1000, 60 months,15.48,24.04,C,C4,Marketing Manager,10+ years,MORTGAGE,40789.97,Source Verified,Oct-2017,Fully Paid,other,Other,12.67,Dec-2003,11,1,8966.42,36.1,24,w,Individual,,0.0,"3232 Main St
SC 53145"
10000, 36 months,7.39,310.56,D,D2,Electrician,3 years,OWN,72474.66,Source Verified,May-2019,Charged Off,credit_card,Credit card refinancing,13.78,Sep-1994,9,0,11491.01,42.8,24,w,Individual,1.0,1.0,"5314 Main St
MA 99306"
1500, 36 months,10.85,49.0,C,C2,Electrician,10+ years,OWN,37884.28,Source Verified,Jan-2019,Fully Paid,credit_card,Credit card refinancing,25.01,Dec-1986,9,0,1095.59,37.8,14,w,Joint App,2.0,0.0,"163 Main St
TX 93779"
27000, 36 months,4.94,808.49,C,C2,Project Manager,7 years,OWN,43985.0,Not Verified,Nov-2020,Charged Off,debt_consolidation,Debt consolidation,18.2,Jul-1990,12,0,3099.39,30.5,28,w,Individual,0.0,0.0,"229 Main St
WA 99209"
22500, 36 months,5.48,679.2,A,A5,Server,4 years,RENT,52816.32,Source Verified,Aug-2015,Fully Paid,debt_consolidation,Debt consolidation,21.57,Sep-2008,8,0,38007.46,25.0,15,f,Individual,2.0,0.0,"9949 Main St
WY 11793"
16500, 36 months,14.29,566.26,C,C1,Technician,10+ years,RENT,125055.26,Verified,Jun-2017,Fully Paid,debt_consolidation,Debt consolidation,19.53,Jul-1993,13,1,35955.14,59.8,22,w,Individual,2.0,0.0,"3793 Main St
FL 44851"
35500, 36 months,3.0,1032.38,A,A2,,9 years,RENT,105295.8,Not Verified,Jan-2017,Fully Paid,debt_consolidation,Debt consolidation,26.15,Dec-2011,16,1,1832.73,69.4,31,w,Individual,1.0,0.0,"1546 Main St
CT 98098"
16500, 36 months,4.94,494.08,B,B5,Analyst,8 years,RENT,81537.12,Source Verified,Mar-2020,Fully Paid,other,Other,13.51,Dec-1988,9,3,21282.51,78.0,19,w,Individual,10.0,0.0,"9017 Main St
NH 88158"
34500, 36 months,6.91,1063.84,C,C3,Nurse,7 years,RENT,63765.05,Source Verified,Jun-2016,Fully Paid,small_business,Business,11.7,Jul-2004,7,0,7215.33,38.4,19,f,Individual,3.0,0.0,"7993 Main St
NV 95727"
28000, 36 months,16.22,987.44,D,D1,IT Manager,3 years,MORTGAGE,172813.88,Not Verified,Feb-2016,Charged Off,debt_consolidation,Debt consolidation,11.93,Jul-1989,11,0,5401.76,25.7,25,f,Individual,0.0,0.0,"1137 Main St
TX 87336"
38000, 36 months,14.81,1313.75,D,D3,Fire Fighter,4 years,MORTGAGE,78031.68,Source Verified,Sep-2017,Fully Paid,debt_consolidation,Debt consolidation,7.77,Feb-2004,7,0,2369.2,62.8,16,w,Individual,8.0,1.0,"4019 Main St
MI 27702"
28500, 60 months,11.16,621.94,C,C4,Office Manager,1 year,RENT,34557.54,Source Verified,Jul-2017,Fully Paid,debt_consolidation,Debt consolidation,17.44,Jul-1986,9,0,832.42,34.8,20,w,Individual,1.0,0.0,"2458 Main St
CA 49289"
9000, 36 months,4.26,266.76,A,A4,Bartender,3 years,MORTGAGE,66495.74,Not Verified,Sep-2016,Fully Paid,medical,Medical expenses,14.08,Jul-1988,14,0,2179.62,18.9,29,w,Individual,2.0,0.0,"917 Main St
WY 90869"
19500, 36 months,5.57,589.44,B,B1,Registered Nurse,3 years,RENT,34071.03,Verified,Jul-2016,Fully Paid,debt_consolidation,Debt consolidation,15.47,Mar-1986,7,0,6743.45,22.6,14,f,Joint App,2.0,1.0,"3573 Main St
KS 10353"
12500, 36 months,7.26,387.45,A,A2,,< 1 year,MORTGAGE,43880.52,Verified,Jul-2020,Fully Paid,home_improvement,Home improvement,8.15,Mar-2006,14,0,7571.92,66.2,23,w,Individual,1.0,0.0,"837 Main St
CA 98739"
35000, 36 months,16.95,1246.97,D,D1,Retail,1 year,RENT,137356.53,Not Verified,Aug-2017,Charged Off,debt_consolidation,Debt consolidation,17.49,Sep-2011,9,0,24790.17,35.0,23,w,Individual,0.0,0.0,"9887 Main St
KS 22093"
35500, 36 months,20.45,1327.46,F,F2,Operations Manager,3 years,OTHER,72129.52,Not Verified,Mar-2020,Charged Off,home_improvement,Home improvement,14.32,Dec-2002,10,0,10332.59,38.2,22,w,Individual,1.0,0.0,"3433 Main St
OH 95164"
6000, 60 months,6.25,116.7,B,B4,Chef,10+ years,OWN,64178.67,Verified,Apr-2018,Fully Paid,debt_consolidation,Debt consolidation,23.53,Apr-1986,9,0,2457.63,40.4,17,f,Individual,3.0,0.0,"3563 Main St
NH 65115"
8500, 60 months,3.26,153.72,A,A1,Supervisor,2 years,RENT,70341.89,Verified,Apr-2015,Fully Paid,small_business,Business,17.16,Mar-2007,13,0,2222.02,47.6,31,w,Individual,2.0,0.0,"1899 Main St
NC 73045"
37000, 36 months,16.22,1304.83,C,C1,Warehouse Worker,7 years,OWN,57320.17,Not Verified,Dec-2020,Fully Paid,debt_consolidation,Debt consolidation,14.71,Nov-1986,16,0,30480.09,76.6,29,f,Individual,1.0,0.0,"1847 Main St
SD 23973"
30000, 36 months,22.13,1147.73,E,E2,Owner,7 years,MORTGAGE,16891.26,Source Verified,Jan-2020,Fully Paid,credit_card,Credit card refinancing,20.51,Feb-2007,8,0,18882.35,43.5,20,w,Individual,2.0,1.0,"8568 Main St
GA 21639"
35500, 60 months,11.62,782.88,C,C4,Analyst,10+ years,MORTGAGE,93513.57,Not Verified,Oct-2020,Charged Off,home_improvement,Home improvement,14.56,Jan-1993,11,0,6168.89,13.0,17,f,Joint App,2.0,0.0,"5241 Main St
RI 46898"
2000, 36 months,8.41,63.05,A,A4,Engineer,8 years,MORTGAGE,89721.68,Not Verified,Jul-2020,Fully Paid,other,Other,20.75,Dec-1992,8,0,15255.63,71.1,20,f,Individual,6.0,0.0,"7657 Main St
IN 55383"
10500, 36 months,28.36,436.36,F,F2,IT Manager,10+ years,MORTGAGE,66855.49,Verified,Feb-2020,Fully Paid,car,Car financing,21.41,Jan-2006,9,0,22279.4,62.9,24,f,Individual,1.0,0.0,"2352 Main St
FL 78497"
30000, 36 months,15.19,1042.75,D,D2,Bartender,9 years,RENT,39630.3,Not Verified,Dec-2015,Charged Off,home_improvement,Home improvement,14.79,Jul-2011,13,0,959.77,59.2,17,w,Individual,0.0,0.0,"5934 Main St
NJ 22923"
18500, 36 months,4.18,547.68,A,A2,IT Manager,< 1 year,RENT,174502.58,Not Verified,Nov-2017,Fully Paid,debt_consolidation,Debt consolidation,14.63,Dec-1995,10,0,3047.51,19.5,22,f,Individual,2.0,2.0,"5247 Main St
ME 31113"
10000, 60 months,18.91,258.91,E,E4,Analyst,5 years,MORTGAGE,45018.13,Not Verified,Apr-2016,Charged Off,other,Other,29.14,Apr-2007,8,0,3524.89,37.9,16,w,Joint App,4.0,0.0,"480 Main St
AR 35795"
34000, 36 months,5.62,1028.5,B,B4,Attorney,10+ years,MORTGAGE,37224.84,Source Verified,May-2017,Fully Paid,credit_card,Credit card refinancing,15.83,Aug-2003,15,0,2057.72,46.0,21,f,Individual,2.0,0.0,"2075 Main St
VA 57195"
10000, 36 months,12.33,333.72,B,B1,Driver,6 years,MORTGAGE,63711.57,Verified,May-2015,Fully Paid,debt_consolidation,Debt consolidation,11.01,Nov-1995,14,0,4105.52,27.4,26,w,Individual,0.0,0.0,"2408 Main St
NC 84764"
10500, 36 months,8.98,333.8,C,C4,CFO,5 years,MORTGAGE,91680.18,Source Verified,Apr-2017,Fully Paid,debt_consolidation,Debt consolidation,18.54,May-1987,12,0,13749.51,23.4,18,w,Individual,7.0,4.0,"842 Main St
KS 28621"
